# full fluctuation pressure: T	Pressure/T^3
0.05	7.757703644753264e-10
0.08305084745762711	4.351409896162363e-6
0.11610169491525424	0.00019896994484825816
0.14915254237288136	0.0013326492672566953
0.18220338983050846	0.004922469466150322
0.21525423728813559	0.011361732954558758
0.2483050847457627	0.020772671594175
0.28135593220338984	0.0328422157699245
0.31440677966101693	0.04708581193986512
0.3474576271186441	0.06302208703886275
0.3805084745762712	0.0802931150280854
0.4135593220338983	0.09853500075669547
0.44661016949152543	0.11752721966100194
0.47966101694915253	0.13699401072437004
0.5127118644067796	0.15603546065228557
0.5457627118644067	0.17328323014734545
0.5788135593220339	0.19001328019369726
0.611864406779661	0.20587692199954746
0.6449152542372881	0.22073010182299616
0.6779661016949152	0.23449785998917277
0.7110169491525423	0.24670180708589412
0.7440677966101695	0.2561556428660886
0.7771186440677966	0.2650879985783642
0.8101694915254237	0.2701947318991388
0.8432203389830508	0.27218530348389747
0.8762711864406779	0.27071097366563546
0.9093220338983051	0.2659196516938056
0.9423728813559322	0.2585922551476728
0.9754237288135593	0.2495842910525572
1.0084745762711864	0.23924667717378703
1.0415254237288136	0.22861784709171037
1.0745762711864406	0.2178971842299751
1.1076271186440678	0.20742475741110394
1.1406779661016948	0.19739248828446238
1.173728813559322	0.18782860031947873
1.2067796610169492	0.17886600380573994
1.2398305084745762	0.170409161669095
1.2728813559322034	0.16241984100147067
1.3059322033898304	0.15497511568594466
1.3389830508474576	0.1479688236757135
1.3720338983050848	0.1413738187027465
1.4050847457627118	0.13520649023244347
1.438135593220339	0.1294088764405736
1.471186440677966	0.12392237002668895
1.5042372881355932	0.11876249522408083
1.5372881355932204	0.11389811651260216
1.5703389830508474	0.10930095289084896
1.6033898305084746	0.10495917768798876
1.6364406779661016	0.10083791952193183
1.6694915254237288	0.096611839462723
1.702542372881356	0.09325461179870582
1.735593220338983	0.08974893887694338
1.7686440677966102	0.08640588331399222
1.8016949152542372	0.08323589820888143
1.8347457627118644	0.08021058860057247
1.8677966101694916	0.07734666052093574
1.9008474576271186	0.07461809458368233
1.9338983050847458	0.07227466528640614
1.9669491525423728	0.0695292115749337
2.0	0.06716125651472486
