0.7	0.0
0.705	0.0
0.71	0.0
0.715	0.0
0.72	0.0
0.725	0.0
0.73	0.0
0.735	0.0
0.74	0.0
0.745	0.0
0.75	0.0
0.755	0.0
0.76	0.0
0.765	0.0
0.77	0.0
0.775	0.0
0.78	0.0
0.785	0.0
0.79	0.0
0.795	0.0
0.8	0.0
0.805	0.0
0.81	0.0
0.815	0.0
0.82	0.7999511718749999
0.825	0.89384765625
0.83	0.9821777343749998
0.835	1.0921874999999996
0.84	1.2060058593749998
0.845	1.3310546874999998
0.85	1.468603515625
0.855	1.62255859375
0.86	1.7943847656250003
0.865	1.9626953125000004
0.87	2.221435546875
0.875	2.493164062500001
0.88	2.689208984375001
0.885	3.1676757812500016
0.89	3.662646484375002
0.895	3.879492187500002
0.9	4.782470703125
0.905	6.282324218749995
0.91	6.9474121093749925
0.915	9.584960937499982
0.92	19.882861328125014
