# full fluctuation pressure: T	Pressure/T^3
0.1	0.10784884581606055
0.13220338983050847	0.1261020136345103
0.16440677966101694	0.13946635498068258
0.19661016949152543	0.15073051188698058
0.2288135593220339	0.16090763096161664
0.26101694915254237	0.17188605986028302
0.29322033898305083	0.18118316496736553
0.3254237288135593	0.1916052109880205
0.3576271186440678	0.20219404861381052
0.3898305084745763	0.21286627711848852
0.42203389830508475	0.22370098439344366
0.4542372881355932	0.23408134484171603
0.4864406779661017	0.24431775243195022
0.5186440677966102	0.2529618194026984
0.5508474576271186	0.25933008834230936
0.5830508474576271	0.2646914901431757
0.6152542372881356	0.26875979159620583
0.6474576271186441	0.271617168038977
0.6796610169491526	0.27304198627250575
0.711864406779661	0.27310945501904976
0.7440677966101695	0.2716416008545195
0.7762711864406779	0.2687862619734797
0.8084745762711865	0.2645521442953575
0.8406779661016949	0.25896591588460305
0.8728813559322034	0.2523030380918115
0.9050847457627119	0.24473958403299134
0.9372881355932203	0.23685974186681905
0.9694915254237289	0.22837036252721757
1.0016949152542374	0.21952373154847485
1.0338983050847457	0.21077065275454243
1.0661016949152542	0.2018745896092754
1.0983050847457627	0.19426208645422843
1.1305084745762712	0.186474567666127
1.1627118644067798	0.17878938939833813
1.194915254237288	0.17320082235711404
1.2271186440677966	0.16494123545059874
1.259322033898305	0.1583965878403755
1.2915254237288136	0.1521117864780288
1.323728813559322	0.14589391133144541
1.3559322033898304	0.1401441477942316
1.388135593220339	0.13462989388940924
1.4203389830508475	0.12945211767637801
1.452542372881356	0.1243261796067987
1.4847457627118643	0.11930483160917552
1.5169491525423728	0.11483848738081817
1.5491525423728814	0.11042529381794156
1.5813559322033899	0.10637647534994822
1.6135593220338984	0.10241240727778717
1.6457627118644067	0.09834318936539525
1.6779661016949152	0.094747862074709
1.7101694915254237	0.09137206487450841
1.7423728813559323	0.08809320618000115
1.7745762711864406	0.08496795546723339
1.806779661016949	0.08392817050595484
1.8389830508474576	0.08118547203036836
1.8711864406779661	0.07838974910820869
1.9033898305084747	0.07571824627186115
1.935593220338983	0.07193862044236896
1.9677966101694915	0.06954107037021895
2.0	0.0683875995379269
