Phi/M,mu-0,mu-0.9M,mu-1M,mu-1.1M
-1.01,-0.0148564896993313,-0.0148564902415933,-0.0148674892197422,-0.0162548028771189
-1,-0.0150093948518932,-0.0150093963114526,-0.0150358617606202,-0.0167115903651682
-0.99,-0.0151400184715773,-0.0151400223997127,-0.0151976282595235,-0.0171747426222792
-0.98,-0.0152488071471537,-0.0152488177175977,-0.0153599357012794,-0.0176440706268945
-0.97,-0.0153362093772521,-0.0153362378163854,-0.0155274411583129,-0.0181193866255938
-0.96,-0.0154026755703615,-0.0154027520573289,-0.0157023414201357,-0.0186005045410309
-0.95,-0.0154486580448302,-0.0154488635973279,-0.0158854411016024,-0.0190872401205607
-0.94,-0.0154746110288657,-0.015475162381102,-0.0160769370573636,-0.0195794109903817
-0.93,-0.0154809906605349,-0.0154824622990326,-0.0162767896310269,-0.0200768366752561
-0.92,-0.0154682549877641,-0.015472134001585,-0.0164848718976118,-0.0205793386056926
-0.91,-0.0154368639683387,-0.0154467855386978,-0.0167010260472795,-0.0210867401205617
-0.9,-0.0153872794699037,-0.0154111283847527,-0.0169250841968417,-0.0215988664680478
-0.89,-0.0153199652699632,-0.0153718254707745,-0.0171568760049309,-0.0221155448059963
-0.88,-0.0152353870558807,-0.0153353304502178,-0.0173962314493708,-0.0226366042020396
-0.87,-0.015134012424879,-0.0153058408204004,-0.0176429818388342,-0.0231618756336433
-0.86,-0.0150163108840402,-0.0152853339908512,-0.0178969601811403,-0.0236911919881226
-0.85,-0.0148827538503058,-0.0152745335950801,-0.0181580013172972,-0.0242243880626484
-0.84,-0.0147338146504764,-0.0152736167969345,-0.0184259419702794,-0.02476130056425
-0.83,-0.0145699685212123,-0.0152825484837823,-0.0187006207627737,-0.0253017681098153
-0.82,-0.0143916926090327,-0.0153012154352668,-0.018981878223636,-0.0258456312260914
-0.81,-0.0141994659703164,-0.0153294769504102,-0.0192695567902394,-0.0263927323496846
-0.8,-0.0139937695713014,-0.0153671835119023,-0.0195635008093285,-0.0269429158270608
-0.79,-0.0137750862880851,-0.0154141836073185,-0.0198635565373293,-0.0274960279145447
-0.78,-0.013543900906624,-0.0154703262138634,-0.0201695721404631,-0.0280519167783208
-0.77,-0.0133007001227343,-0.0155354617023031,-0.0204813976947868,-0.0286104324944326
-0.76,-0.0130459725420911,-0.0156094421656219,-0.0207988851862083,-0.0291714270487831
-0.75,-0.0127802086802291,-0.0156921215384815,-0.0211218885104914,-0.0297347543371344
-0.74,-0.0125039009625422,-0.0157833556406321,-0.0214502634732586,-0.0303002701651083
-0.73,-0.0122175437242836,-0.0158830021926852,-0.0217838677899907,-0.0308678322481854
-0.72,-0.0119216332105659,-0.015990920821844,-0.0221225610860282,-0.0314373002117061
-0.71,-0.0116166675763611,-0.0161069730639842,-0.0224662048965705,-0.0320085355908698
-0.7,-0.0113031468865002,-0.0162310223644102,-0.0228146626666765,-0.0325814018307354
-0.69,-0.0109815731156738,-0.0163629340781292,-0.0231677997512643,-0.033155764286221
-0.68,-0.0106524501484317,-0.0165025754699509,-0.0235254834151115,-0.033731490222104
-0.67,-0.0103162837791831,-0.0166498157145239,-0.0238875828328547,-0.0343084488130213
-0.66,-0.00997358171219646,-0.0168045258963485,-0.0242539690889902,-0.034886511143469
-0.65,-0.00962485356159949,-0.0169665790097816,-0.0246245151778732,-0.0354655502078024
-0.64,-0.00927061085137934,-0.0171358499590386,-0.0249990960037185,-0.0360454409102362
-0.63,-0.00891136701538242,-0.0173122155581936,-0.0253775883806002,-0.0366260600648447
-0.62,-0.00854763739731444,-0.0174955545311802,-0.0257598710324516,-0.037207286395561
-0.61,-0.00817993925074047,-0.0176857475117911,-0.0261458245930655,-0.0377890005361779
