omega/M,delta_phi_sc_T-0.1M,delta_phi_R_T-0.1M,delta_phi_tot_T-0.1M,delta_phi_sc_T-0.7M,delta_phi_R_T-0.7M,delta_phi_tot_T-0.7M,delta_phi_sc_T-1M,delta_phi_R_T-1M,delta_phi_tot_T-1M,delta_phi_sc_T-2M,delta_phi_R_T-2M,delta_phi_tot_T-2M,delta_sigma_sc_T-0.1M,delta_sigma_R_T-0.1M,delta_sigma_tot_T-0.1M,delta_sigma_sc_T-0.7M,delta_sigma_R_T-0.7M,delta_sigma_tot_T-0.7M,delta_sigma_sc_T-1M,delta_sigma_R_T-1M,delta_sigma_tot_T-1M,delta_sigma_sc_T-2M,delta_sigma_R_T-2M,delta_sigma_tot_T-2M
0.444795653915704,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.493923112160849,-0.480261434502534,0.0136616776583152,0,0,0,0,0,0,0,0,0,0.390615144487012,-0.379722004456364,0.0108931400306474
0.455892949998106,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.498796501279466,-0.484430445090965,0.0143660561885014,0,0,0,0,0,0,0,0,0,0.398866998046769,-0.38727520203288,0.0115917960138895
0.467267114748752,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.503738923099414,-0.488631583804463,0.0151073392949509,0,0,0,0,0,0,0,0,0,0.407087773598218,-0.394760668954629,0.0123271046435891
0.478925055819641,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.508720158305716,-0.492832607477981,0.015887550827735,0,0,0,0,0,0,0,0,0,0.415235303614962,-0.402134210444961,0.0131010931700012
0.490873853203166,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.513741294065571,-0.497032492903064,0.0167088011625062,0,0,0,0,0,0,0,0,0,0.42332059919357,-0.409404745112472,0.0139158540810983
0.503120763531875,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.51887708235556,-0.501303859266323,0.0175732230892369,0,0,0,0,0,0,0,0,0,0.431400845273364,-0.416627309287431,0.0147735359859329
0.515673224485497,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.524078622835424,-0.50559539964989,0.0184832231855341,0,0,0,0,0,0,0,0,0,0.439439460206071,-0.42376293391836,0.015676526287711
0.528538859307925,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.529344920926368,-0.509903630881152,0.0194412900452159,0,0,0,0,0,0,0,0,0,0.447459865719776,-0.430832594467724,0.0166272712520518
0.541725481436896,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.534735037552134,-0.514285084389798,0.0204499531623363,0,0,0,0,0,0,0,0,0,0.45549812726976,-0.43786979940769,0.0176283278620706
0.555241099249174,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.540019945507611,-0.518507542951095,0.0215124025565159,0,0,0,0,0,0,0,0,0,0.463383663615021,-0.44470088888484,0.0186827747301815
0.569093920924123,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.545663887695764,-0.523033171141782,0.0226307165539816,0,0,0,0,0,0,0,0,0,0.471473320592771,-0.451680438714142,0.0197928818786294
0.58329235942862,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.55130128983339,-0.527492609872359,0.0238086799610304,0,0,0,0,0,0,0,0,0,0.479496437248076,-0.45853418694619,0.0209622503018863
0.597845037626346,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.557124272575682,-0.532075105615082,0.0250491669606004,0,0,0,0,0,0,0,0,0,0.487604429022084,-0.465410596845813,0.0221938321762705
0.612760793514536,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.562942965007105,-0.536586859587596,0.0263561054195093,0,0,0,0,0,0,0,0,0,0.495653152117546,-0.472161712241828,0.023491439875718
0.628048685591393,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.568918557679027,-0.541185774614325,0.0277327830647021,0,0,0,0,0,0,0,0,0,0.503779809635099,-0.478921403504021,0.0248584061310777
0.643717998357412,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.575042717233403,-0.545859627824396,0.0291830894090068,0,0,0,0,0,0,0,0,0,0.511914937424083,-0.485616128241135,0.026298809182948
0.659778247953954,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.581218963531618,-0.550507507195935,0.0307114563356822,0,0,0,0,0,0,0,0,0,0.52014266664817,-0.49232616179669,0.0278165048514799
0.676239187942502,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.587560905319529,-0.555239016171402,0.0323218891481268,0,0,0,0,0,0,0,0,0,0.528414556391875,-0.49899855420363,0.0294160021882452
0.693110815228103,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.59408287573261,-0.560063952544192,0.0340189231884177,0,0,0,0,0,0,0,0,0,0.536797528725108,-0.505695867497916,0.0311016612271917
0.710403376130596,3.14159265358979,0,3.14159265358979,0,0,0,0,0,0,0.600713222451072,-0.564905487566019,0.0358077348850536,0,0,0,0,0,0,0,0,0,0.545225579666927,-0.512346950027912,0.0328786296390151
0.728127372607309,3.14159265358979,0,3.14159265358979,0,0,0,1.00812468410365,-0.398461856337264,0.609662827766387,0.607495994467997,-0.569802651092167,0.0376933433758307,0,0,0,0,0,0,0.0374274274702719,-0.0271752227355516,0.0102522047347203,0.553737505201132,-0.5189855620232,0.0347519431779318
0.746293568631014,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.02528724878422,-0.443153461287157,0.582133787497067,0.614437036777155,-0.574755815029287,0.0396812217478681,0,0,0,0,0,0,0.0835112116439088,-0.0590555807518939,0.0244556308920149,0.562389951996276,-0.525663149191627,0.0367268028046483
0.764912996727,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.06144970600368,-0.472322190983827,0.589127515019853,0.621569882712946,-0.579792871210724,0.0417770115022227,0,0,0,0,0,0,0.128922633838267,-0.088858954797253,0.0400636790410142,0.571098283482079,-0.532288808879555,0.0388094746025237
0.783996964673246,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.10284090086596,-0.495154232682027,0.607686668183933,0.62890993278207,-0.584923170213434,0.0439867625686357,0,0,0,0,0,0,0.174199392589111,-0.117009631184768,0.0571897614043437,0.579947879988361,-0.538942206838878,0.0410056731494822
0.803557062367754,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.14699231883111,-0.514499158889483,0.632493159941629,0.63637525048943,-0.590057701892588,0.0463175485968419,0,0,0,0,0,0,0.219779903917528,-0.143820987154696,0.0759589167628321,0.588938853685994,-0.545616936750584,0.0433219169354098
0.823605168867216,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.19321339251123,-0.531587338049667,0.661626054461566,0.644088206425758,-0.595312704462886,0.048775501962872,0,0,0,0,0,0,0.265990691372751,-0.169460736643735,0.096529954729016,0.598112277581026,-0.55234745534095,0.0457648222400765
0.844153459601298,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.2412314947384,-0.547129282829639,0.694102211908759,0.651926771367569,-0.600557864718457,0.051368906649112,0,0,0,0,0,0,0.313164917542634,-0.194100252069631,0.119064665473003,0.607366408483959,-0.559023881553898,0.0483425269300617
0.865214413766905,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.29092251822577,-0.561525753867842,0.72939676435793,0.660002553061708,-0.605897803957523,0.0541047491041847,0,0,0,0,0,0,0.361596057615638,-0.21784477169094,0.143751285924698,0.616784357880147,-0.565722103935859,0.0510622539442879
0.886800821906929,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.34213716853335,-0.575123527651988,0.767013640881364,0.668340472390421,-0.611349436045701,0.0569910363447193,0,0,0,0,0,0,0.411588721224576,-0.240808919549072,0.170779801675504,0.626415964710083,-0.5724841494078,0.0539318153022826
0.908925793678086,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.39494091177326,-0.587831136077632,0.807109775695632,0.678013232393858,-0.617988395655275,0.0600248367385829,0,0,0,0,0,0,0.463399435339915,-0.262997581823333,0.200401853516583,0.637261525252654,-0.580312515699204,0.0569490095534501
0.931602765812552,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.44874975968082,-0.600416173812408,0.848333585868409,0.685689674570167,-0.622437981637841,0.063251692932326,0,0,0,0,0,0,0.51739413824865,-0.284671676443224,0.232722461805427,0.646242263607427,-0.586085470202718,0.0601567934047083
0.954845510278229,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.50378742240197,-0.612390692724333,0.891396729677639,0.694679747235955,-0.628034028643095,0.0666457185928596,0,0,0,0,0,0,0.573776368868046,-0.305716223690053,0.268060145177993,0.656432724339705,-0.592901128170312,0.0635315961693932
0.978668142642614,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.55968192688546,-0.624042989883272,0.935638937002188,0.704047377581937,-0.63382014719911,0.0702272303828273,0,0,0,0,0,0,0.632827220157889,-0.326209067336584,0.306618152821305,0.666876203702425,-0.599781919501936,0.0670942842004888
1.00308513064533,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.61627165645291,-0.635333073249491,0.980938583203416,0.713649600154402,-0.639640364182914,0.0740092359714873,0,0,0,0,0,0,0.694792832208214,-0.34625409327467,0.348538738933544,0.677593114581923,-0.606737467600244,0.0708556469816792
1.02811130298454,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.67309874792164,-0.646496629743534,1.0266021181781,0.723562173902634,-0.645559653346407,0.0780025205562268,0,0,0,0,0,0,0.759865782634155,-0.365836909796436,0.394028872837719,0.68852859042963,-0.613700209426006,0.0748283810036234
1.05376185832258,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.73005808464062,-0.657374711756098,1.07268337288452,0.733753189944078,-0.651532963431487,0.0822202265125912,0,0,0,0,0,0,0.828190485175026,-0.385002283738743,0.443188201436283,0.699780934625051,-0.620757488374573,0.0790234462504784
1.08005237451625,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.78657703044954,-0.668250530262613,1.11832650018693,0.744252016281283,-0.6575767080333,0.086675308247983,0,0,0,0,0,0,0.899805353460117,-0.403832751811712,0.495972601648406,0.711228944113486,-0.627772433746907,0.0834565103665792
1.10699881807746,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.84264822807354,-0.678876408818318,1.16377181925523,0.755163777531833,-0.663784044001127,0.0913797335307061,0,0,0,0,0,0,0.974702282511379,-0.422259284739591,0.552442997771787,0.723086169171951,-0.634948638245911,0.0881375309260406
1.13461755386979,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.89774165650432,-0.689491490114527,1.2082501663898,0.766387052757745,-0.670036417656942,0.0963506351008032,0,0,0,0,0,0,1.05263006317023,-0.440430550416034,0.612199512754196,0.735213045875379,-0.642128618937914,0.0930844269374649
1.16292535504711,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,1.95175287657839,-0.699974026325666,1.25177885025273,0.778024438383779,-0.676422883923701,0.101601554460078,0,0,0,0,0,0,1.13329424547429,-0.458298738351965,0.674995507122322,0.747738200558361,-0.64942809073651,0.0983101098218513
1.19193941324008,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.00429767515539,-0.710470165146439,1.29382751000895,0.789991355240073,-0.682839690258872,0.107151664981201,0,0,0,0,0,0,1.21617236515119,-0.475917627621959,0.740254737529234,0.760568345359788,-0.656734419849833,0.103833925509954
1.22167734899679,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.05517584594481,-0.720998103764183,1.33417774218062,0.802421979387663,-0.689406847184983,0.11301513220268,0,0,0,0,0,0,1.30062827805461,-0.493296427403333,0.807331850651279,0.773787306385546,-0.664115668924853,0.109671637460693
1.25215722248393,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.10451049001341,-0.731331611290682,1.37317887872273,0.815244871177892,-0.696031762734499,0.119213108443393,0,0,0,0,0,0,1.38595347046936,-0.51041401579041,0.875539454678951,0.787398343116467,-0.671556150518341,0.115842192598126
1.28339754445492,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.15181703302954,-0.741798638781425,1.41001839424811,0.828606008377575,-0.702845530176473,0.125760478201102,0,0,0,0,0,0,1.47116503597428,-0.527383788236381,0.943781247737902,0.80151476386731,-0.679153245489798,0.122361518377512
1.31541728749167,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.19724530717484,-0.752212149665164,1.44503315750967,0.842328866211157,-0.709643626251817,0.13268523995934,0,0,0,0,0,0,1.55552681184275,-0.54413392803145,1.0113928838113,0.815997070019637,-0.686740914188239,0.129256155831398
1.34823589752686,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.24061719620317,-0.762702054766213,1.47791514143696,0.856672274459045,-0.716673140529922,0.139999133929124,0,0,0,0,0,0,1.63817333628024,-0.560706162237158,1.07746717404308,0.831028422271372,-0.694487340700804,0.136541081570568
1.38187330565363,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.28195477679877,-0.773249367345429,1.50870540945334,0.871482873031722,-0.723750540357112,0.14773233267461,0,0,0,0,0,0,1.71825077093679,-0.577181570806831,1.14106920012996,0.846497752359632,-0.702252774422822,0.144244977936809
1.41634994022999,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.32139744999905,-0.783740252265202,1.53765719773385,0.886823599717892,-0.730916433100256,0.155907166617635,0,0,0,0,0,0,1.79536530947914,-0.593454433850418,1.20191087562873,0.862540114445321,-0.710153885626955,0.152386228818367
1.45168673928515,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.35879541695596,-0.794362203208199,1.56443321374776,0.902817954427448,-0.738275311085836,0.164542643341611,0,0,0,0,0,0,1.86884561563541,-0.609661757929016,1.2591838577064,0.879150425725117,-0.718159489956902,0.160990935768215
1.48790516323539,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.3943172875965,-0.805006462364329,1.58931082523217,0.919339697420913,-0.745665837732934,0.173673859687979,0,0,0,0,0,0,1.93854191358739,-0.625733313637362,1.31280859995003,0.896294985060577,-0.7262059477211,0.170089037339477
1.52502720791725,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.42797467068363,-0.815734622351966,1.61224004833166,0.936577813047765,-0.753260804765358,0.183317008282407,0,0,0,0,0,0,2.00424063993069,-0.641714611747096,1.36252602818359,0.914118121139137,-0.734418421407901,0.179699699731236
1.56307541794582,3.14159265358979,0,3.14159265358979,3.14159265358979,0,3.14159265358979,2.45980518049343,-0.82659827411634,1.63320690637709,0.954446238817212,-0.760938367409218,0.193507871407994,0,0,0,0,0,0,2.06583829241385,-0.65766168752716,1.40817660488669,0.932552428603263,-0.742694740727402,0.189857687875862
1.60207290040628,3.14159265358979,0,3.14159265358979,3.09927224754918,-0.478537212285626,2.62073503526355,2.49001797549442,-0.83745067525142,1.652567300243,0.973039062813226,-0.76876895272499,0.204270110088236,0,0,0,0.18180331240523,-0.0269296847632313,0.154873627641999,2.12360066132059,-0.673460596458988,1.4501400648616,0.951690349928331,-0.751103353998469,0.200586995929862
1.64204333888716,3.14159265358979,0,3.14159265358979,3.08517540139146,-0.573169428831249,2.51200597256021,2.5185545839514,-0.848468679088411,1.67008590486299,0.992364445979379,-0.776729616269423,0.215634829709956,0,0,0,0.863434128852792,-0.0808567487828044,0.782577380069988,2.17743454717097,-0.689266470628928,1.48816807654204,0.971541874272407,-0.759623042497383,0.211918831775024
1.68301100786358,3.14159265358979,0,3.14159265358979,3.07815323606595,-0.628660375228393,2.44949286083756,2.54560976359847,-0.859516879125853,1.68609288447261,1.0124130240263,-0.784776347997433,0.227636676028862,0,0,0,1.5927108395141,-0.130073309460456,1.46263753005364,2.22770670998783,-0.70496714380166,1.52273956618618,0.992099910029477,-0.768212019084884,0.223887890944594
1.7250007874394,3.14159265358979,0,3.14159265358979,3.07377423029078,-0.67152887453006,2.40224535576072,2.57118510904756,-0.870710135329762,1.7004749737178,1.03330661753305,-0.793010334748412,0.240296282784639,0,0,0,1.96782459936771,-0.175953262334509,1.7918713370332,2.27451633593954,-0.720649126786302,1.55386720915324,1.0134841500039,-0.776968790228421,0.236515359775478
1.76803817845721,3.14159265358979,0,3.14159265358979,3.07095068348245,-0.707521597667739,2.36342908581471,2.59538773353862,-0.882022776138596,1.71336495740002,1.05505385943172,-0.80140810051617,0.253645758915549,0,0,0,2.17592209737954,-0.218093623680569,1.95782847369897,2.31807020134521,-0.736342067505235,1.58172813383997,1.03570508612483,-0.785871537383231,0.249833548741601
1.81214931798522,3.14159265358979,0,3.14159265358979,3.06912294779868,-0.73939660606387,2.32972634173481,2.61832609658042,-0.893414829795732,1.72491126678468,1.07763330423118,-0.809910604628011,0.267722699603171,0,0,0,2.26866282669315,-0.260369416202994,2.00829341049016,2.35870821521058,-0.751966885599359,1.60674132961122,1.05874385303535,-0.794863705448479,0.263880147586869
1.85736099519063,3.14159265358979,0,3.14159265358979,3.0680296348812,-0.768286019960649,2.29974361492055,2.64005433182715,-0.904924490818123,1.73512984100902,1.10113655075475,-0.818588399216045,0.282548151538701,0,0,0,2.34528819724561,-0.299733105660728,2.04555509158488,2.39658584667705,-0.767588167180773,1.62899767949628,1.08269122935874,-0.80401442517797,0.278676804180771
1.90370066760893,3.14159265358979,0,3.14159265358979,3.06746015891381,-0.795141346350931,2.27231881256288,2.6606081177038,-0.916626105818188,1.74398201188561,1.12557480071329,-0.827421694301352,0.298153106411938,0,0,0,2.40246017354319,-0.337585029790716,2.06487514375247,2.43187861371206,-0.783257468012948,1.64862114569911,1.10756001635628,-0.813305181488005,0.294254834868278
1.95119647781917,3.14159265358979,0,3.14159265358979,3.06729691092816,-0.820424527936755,2.2468723829914,2.68013676274387,-0.928380707253787,1.75175605549008,1.1509496687592,-0.836379650762625,0.314570017996573,0,0,0,2.44791150369673,-0.374124431349338,2.0737870723474,2.46488047291254,-0.798897647985263,1.66598282492728,1.13335354508033,-0.822706539374319,0.310647005706007
1.99987727053529,3.14159265358979,0,3.14159265358979,3.06745043994032,-0.844484885496485,2.22296555444383,2.69865767261971,-0.940279140793511,1.7583785318262,1.17734813886109,-0.845536936459154,0.331811202401938,0,0,0,2.48575138790174,-0.409496892326055,2.07625449557568,2.49573802958941,-0.814559117671267,1.68117891191814,1.16015833404589,-0.832291905426315,0.32786642861958
2.04977261012375,3.14159265358979,0,3.14159265358979,3.06784938930916,-0.867613392213437,2.20023599709573,2.71621120605947,-0.952376008050596,1.76383519800887,1.20473460972143,-0.854823331249759,0.349911278471669,0,0,0,2.51806248670131,-0.443900876398182,2.07416161030313,2.52458693510554,-0.830301010138326,1.69428592496721,1.18794132157836,-0.841993359779757,0.345947961798605
2.10091279855835,3.14159265358979,0,3.14159265358979,3.06845203476131,-0.889926133839165,2.17852590092214,2.73288276194982,-0.964623225716378,1.76825953623345,1.23318347158769,-0.864308882060361,0.368874589527329,0,0,0,2.54629332846565,-0.477471267170119,2.06882206129553,2.55165259694995,-0.846058628523006,1.70559396842695,1.21677674987987,-0.851879912882436,0.364896836997436
2.15332889382291,3.14159265358979,0,3.14159265358979,3.06921716563117,-0.911574637570233,2.15764252806094,2.74875784487918,-0.976948226723528,1.77180961815565,1.26267316383246,-0.873949485122693,0.388723678709764,0,0,0,2.57214795672719,-0.509992738128484,2.0621552185987,2.57708868479664,-0.861826353504621,1.71526233129202,1.2466450289559,-0.861909006060913,0.384736022894984
2.20705272877314,3.14159265358979,0,3.14159265358979,3.07010916537247,-0.93270666002856,2.13740250534391,2.76384579018722,-0.989452629020191,1.77439316116702,1.2932150366466,-0.883748552781033,0.409466483865564,0,0,0,2.59543008142148,-0.541845087059889,2.05358499436159,2.6009909895363,-0.877663662738776,1.72332732679753,1.27755858847549,-0.872084465405146,0.40547412307034
2.26211693046903,3.14131326668498,-0.469692589911078,2.6716206767739,3.07110477036319,-0.953392650201918,2.11771212016127,2.77820865085259,-1.00210516178614,1.77610348906645,1.32485345973921,-0.893765147971742,0.431088311767473,2.61710263327074,-0.0103347368291803,2.60676789644156,2.61665773932747,-0.573100323291604,2.04355741603587,2.62347540120482,-0.893593107526864,1.72988229367796,1.3095769746054,-0.882485548402203,0.427091426203194
2.31855493998966,3.14105823703337,-0.686345418313165,2.4547128187202,3.07218108198844,-0.973728613800784,2.09845246818766,2.79189456207057,-1.01489705909132,1.77699750297925,1.35754509241862,-0.903949836542063,0.453595255876559,2.54062050025761,-0.096563836637898,2.44405666361971,2.63631423996942,-0.603748133477874,2.03256610649155,2.64473463417529,-0.9094844283221,1.73525020585319,1.34261429501948,-0.893001864284944,0.449612430734538
2.3764010327423,3.14095125725461,-0.779412227160271,2.36153903009434,3.07332579206576,-0.99372346384385,2.07960232822191,2.80490476955654,-1.02795919829481,1.77694557126173,1.39130404576707,-0.914345640812351,0.476958404954714,2.52600089578596,-0.170977804944804,2.35502309084116,2.65469623156441,-0.633800793962435,2.02089543760198,2.66473378074199,-0.925579977466483,1.73915380327551,1.37672974948089,-0.90373858096394,0.472991168516947
2.43569033927825,3.14088199249132,-0.846583619215239,2.29429837327608,3.07451855748784,-1.01349835277095,2.06102020471689,2.81733910431252,-1.04110470453402,1.7762343997785,1.42607714419375,-0.924911984519386,0.501165159674364,2.52753055558466,-0.237895998473362,2.2896345571113,2.67189860538521,-0.663369033325572,2.00852957205964,2.68367567807125,-0.941688552964269,1.74198712510698,1.41185694009049,-0.914635469091677,0.497221470998817
2.49645886662798,3.14083306382629,-0.90106617867896,2.23976688514733,3.07575346630162,-1.03302647506938,2.04272699123224,2.82920439430243,-1.05442760468647,1.77477678961595,1.4618501494249,-0.935682207387261,0.52616794203764,2.53529412887479,-0.299340234072157,2.23595389480263,2.68808066498548,-0.692493945981985,1.9955867190035,2.70159785045069,-0.957901349996741,1.74369650045395,1.44798229961184,-0.92572576832684,0.522256531284996
2.55874352016859,3.14079742785034,-0.947788129625683,2.19300929822466,3.07701771740846,-1.0523796808662,2.02463803654226,2.84052644898688,-1.06796407179318,1.7725623771937,1.49858366798427,-0.946671931909977,0.551911736074296,2.54642739519825,-0.356425888632697,2.19000150656555,2.70342488848838,-0.721152003645146,1.98227288484324,2.71858464341294,-0.974207764124594,1.74437687928835,1.48506726792898,-0.937025331284445,0.548041936644537
2.62258212603685,3.14077136694095,-0.989174873220913,2.15159649372004,3.07830362205098,-1.07158191964223,2.00672170240875,2.85136137149912,-1.08161987773359,1.76974149376553,1.53620746999506,-0.957865580871033,0.578341889124029,2.55897133642861,-0.410028947500065,2.14894238892855,2.71793493715423,-0.749474151510105,1.96846078564413,2.73471918625564,-0.990576482746352,1.74414270350929,1.5230426082785,-0.948519242478759,0.574523365799744
2.6880134541014,3.14075261148201,-1.0266138301443,2.11413878133771,3.07960659993235,-1.09062166545077,1.98898493448158,2.86171327703585,-1.09550050560951,1.76621277142634,1.57464944594908,-0.96926334887638,0.605386097072701,2.57253832615844,-0.460617334833599,2.11192099132484,2.73177604391532,-0.777397051524087,1.95437899239123,2.75003393291622,-1.00708819276584,1.74294574015038,1.56183688246184,-0.960208089216391,0.601628793245448
2.75507724150814,3.14073950621245,-1.06111906095325,2.0796204452592,3.08091417313259,-1.10962941561624,1.97128475751635,2.87149205349642,-1.11020122709208,1.76129082640434,1.61385202158711,-0.980918777650749,0.632933243936362,2.58643200818526,-0.508691248836834,2.07774075934842,2.74500111974537,-0.804955493942915,1.94004562580246,2.76441027254099,-1.02428795944595,1.74012231309504,1.60139264806196,-0.972145154502251,0.629247493559705
2.82381421681297,3.14073106696798,-1.09319086212727,2.04754020484071,3.08223007864943,-1.12847937873107,1.95375069991836,2.88109674717296,-1.12387708944241,1.75721965773055,1.65369003205156,-0.992777711674152,0.660912320377408,2.60046423811441,-0.554562879126346,2.04590135898806,2.75762277708271,-0.83223767411092,1.92538510297179,2.77845837470552,-1.0405007067616,1.73795766794392,1.64158545059595,-0.984277341628181,0.657308108967767
2.89426612471675,3.14072648112702,-1.12325062203146,2.01747585909556,3.08354348874729,-1.14730626988297,1.93623721886432,2.89020006760974,-1.13825818919248,1.75194187841726,1.69406474943666,-1.00485560393129,0.689209145505374,2.61446850496641,-0.598503334877846,2.01596517008857,2.76973553971721,-0.859194956302406,1.91054058341481,2.79170111824738,-1.05730175202576,1.73439936622162,1.68231653949992,-0.996620265863954,0.685696273635962
2.96647575141723,3.14072498745907,-1.15177798296711,1.98894700449196,3.08485235464607,-1.16610486505048,1.91874748959558,2.89891192622395,-1.15293349147057,1.74597843475338,1.73487513706916,-1.01718882854606,0.717686308523106,2.62839700963718,-0.640693858846511,1.98770315079067,2.78135811135149,-0.885883122028814,1.89547498932268,2.80431284204771,-1.07432144873939,1.72999139330832,1.72348455429619,-1.00921027496836,0.714274279327827
3.04048695059361,3.14072618660098,-1.17890386240281,1.96182232419817,3.08615772518975,-1.18480052069854,1.90135720449121,2.90727897783227,-1.16775712141389,1.73952185641839,1.77600246006867,-1.02979681409321,0.746205645975459,2.64210266745167,-0.681372386953895,1.96073028049778,2.79249442038339,-0.912394461896257,1.88009995848713,2.81637183798838,-1.09142930537889,1.72494253260948,1.76497035521651,-1.02206699299067,0.742903362225844
3.11634467003934,3.14072967729123,-1.20481213169621,1.93591754559502,3.0874535972237,-1.20347931264642,1.88397428457728,2.91530956907541,-1.18279976730025,1.73250980177516,1.81728053183563,-1.04258157091132,0.774698960924308,2.6555753380063,-0.720676133069562,1.93489920493673,2.8032376730622,-0.938620503967363,1.86461716909484,2.82789890219866,-1.10868928359603,1.71920961860262,1.80660769145012,-1.03509367485222,0.771514016597901
3.19409497895939,3.14073509044896,-1.22970911294218,1.91102597750678,3.08876083164994,-1.22151814839109,1.86724268325885,2.92302370897243,-1.19805483256365,1.72496887640877,1.85863803845162,-1.05571789526654,0.802920143185083,2.66881158987822,-0.758715691342247,1.91009589853597,2.81375523913248,-0.964183030485208,1.84957220864727,2.83892942372055,-1.12610154865232,1.71282787506823,1.84832372567059,-1.0484638796353,0.799859846035291
3.27378509594858,3.14074213924111,-1.25374230418366,1.88699983505745,3.0900095626866,-1.24082501659372,1.84918454609288,2.93044465141252,-1.21347359373942,1.71697105767311,1.89989363824556,-1.0690665204731,0.830827117772459,2.68185596631688,-0.795522359174834,1.88633360714204,2.82355876061197,-0.990494555299328,1.83306420531265,2.84950288990064,-1.143627440892,1.70587544900864,1.88993687772028,-1.06203987794376,0.827896999776519
3.35546341766793,3.1407505932805,-1.27701847359852,1.86373211968198,3.09126716774807,-1.25949672890859,1.83177043883949,2.93757290120009,-1.22919362641448,1.70837927478561,1.94094104110469,-1.0827058589604,0.858235182144292,2.69448228600101,-0.83147906434834,1.86300322165267,2.8332007883698,-1.01613113394801,1.81706965442178,2.85962781145513,-1.16138023146419,1.69824757999094,1.93133954741159,-1.07589973762385,0.855439809787746
3.43917954823647,3.14076025576842,-1.29962897254197,1.84113128322646,3.09250875357171,-1.27821000627193,1.81429874729979,2.9444395994496,-1.24507703312401,1.69936256632558,1.98164559307163,-1.09660823757664,0.885037355494989,2.70689679049718,-0.86640622233335,1.84049056816383,2.84250599639375,-1.04165199866444,1.80085399772931,2.86935177714037,-1.17924935094154,1.69010242619883,1.97239614416363,-1.09001629426394,0.882379849899692
