Omega/M,T-0.3M,T-0.5M,T-0.7M,T-0.9M,T-1.1M,T-1.3M,T-1.5M
0.194984459975805,0.0192378486910875,0.0754422536156609,0.105473269538553,0.0936368638043661,0.0655959171091529,0.0459008757546864,0.0340737158913484
0.199526231496888,0.0196400453840781,0.0770373797564199,0.107713418824134,0.0956658587250045,0.0670381764458145,0.046916992122816,0.0348301420472063
0.204173794466953,0.0200499108290518,0.0786548348023655,0.109993385634807,0.0977295010044427,0.0685086115820168,0.0479530468541411,0.0356015573497324
0.208929613085404,0.0204645002760556,0.0803035365561013,0.112307429321895,0.0998332280716702,0.0700060914957943,0.049009012977464,0.0363881722163631
0.213796208950223,0.0208852509358461,0.0819682964411889,0.114655546879736,0.10196956373077,0.0715324101319634,0.0500962343272474,0.0371899033489621
0.218776162394955,0.0213116336672353,0.0836645536849154,0.117041654150745,0.104144699472533,0.0730859297685351,0.0511817893391715,0.0380071098353992
0.223872113856834,0.0217435124495216,0.0853728255241794,0.119460913437957,0.106356289952447,0.0746677541686713,0.0522986862828833,0.0388396547447874
0.229086765276777,0.022184598150416,0.0871137256877422,0.1219166819679,0.10860001644494,0.0762778614063597,0.053436398636022,0.0396878373028544
0.234422881531992,0.0226245426096873,0.0888841884470606,0.124414780277828,0.110883202535568,0.07791643417907,0.0545947071078446,0.0405515665686989
0.239883291901949,0.0230710873970425,0.0906619978425162,0.126939078079593,0.113201675568341,0.079582059094974,0.0557737764243902,0.0414312455698226
0.245470891568503,0.023523631878197,0.0924644178688811,0.129491853694732,0.115554856198658,0.0812771164976455,0.0569733170573703,0.0423266026078109
0.251188643150958,0.0239792175124438,0.0942929341732326,0.132080637866823,0.117944736742609,0.0830098207848599,0.0581939909690087,0.0432377102551502
0.257039578276886,0.0244406462951019,0.0961392094159231,0.134700685772126,0.120365413788161,0.0847502700435068,0.0594353080673006,0.0441652295198735
0.263026799189538,0.0249039435572199,0.0980035371627563,0.137345415596263,0.122823588770082,0.0865284567267352,0.060697191400052,0.0451074138388132
0.269153480392692,0.0253689525977367,0.0998810134642144,0.140021905290737,0.125312784321925,0.0883340494584275,0.0619795769084125,0.0460657787033625
0.275422870333817,0.0258366551878047,0.10177358159638,0.142721680994973,0.12783214324467,0.0901664774845178,0.0632825353321557,0.0470395348100324
0.281838293126445,0.0263092940038413,0.103684984565371,0.145446420573318,0.130384716920144,0.0920257229045113,0.0646052436878003,0.0480292438872699
0.288403150312661,0.0267806611454607,0.105602007086585,0.148197733353148,0.132969508878657,0.0939104260668315,0.0659481675701374,0.0490341379546251
0.295120922666639,0.0272514281105618,0.107530851951543,0.150959349689579,0.135572951037295,0.0958215798594977,0.0673104554535979,0.0500540397513419
0.301995172040202,0.0277244285282022,0.109477620849193,0.153745471171653,0.138208509857716,0.0977567343056486,0.0686921067489533,0.0510888547612491
0.309029543251359,0.0281940609547062,0.111409388112162,0.156541852283042,0.140867721146388,0.0997146580891083,0.0700916438611534,0.0521382139281924
