Phi/M,mu-0,mu-0.9M,mu-1M,mu-1.1M
-1.58,-0.0284026820699919,-0.0284026820699919,-0.0284026820699919,-0.0284026820699919
-1.57,-0.0300417582173879,-0.0300417582173879,-0.0300417582173879,-0.0300417582173879
-1.56,-0.0316362542694491,-0.0316362542694491,-0.0316362542694491,-0.0316362542694491
-1.55,-0.0331865079529648,-0.0331865079529648,-0.0331865079529648,-0.0331865079529648
-1.54,-0.0346928589045835,-0.0346928589045835,-0.0346928589045835,-0.0346928589045835
-1.53,-0.0361556486708131,-0.0361556486708131,-0.0361556486708131,-0.0361556486708131
-1.52,-0.0375752207080209,-0.0375752207080209,-0.0375752207080209,-0.0375752207080209
-1.51,-0.0389519203824332,-0.0389519203824332,-0.0389519203824332,-0.0389519203824332
-1.5,-0.040286094970136,-0.040286094970136,-0.040286094970136,-0.040286094970136
-1.49,-0.0415780936570744,-0.0415780936570744,-0.0415780936570744,-0.0415780936570744
