T/M,full pressure,boosted pressure
0.05,7.75770364475326E-10,-3.8330950005298E-14
0.0830508474576271,4.35140989616236E-06,2.76028532292767E-12
0.116101694915254,0.000198969944848258,4.48000958151913E-09
0.149152542372881,0.0013326492672567,2.58978348188379E-07
0.182203389830508,0.00492246946615032,3.31512143004879E-06
0.215254237288136,0.0113617329545588,1.90087241078304E-05
0.248305084745763,0.020772671594175,6.77549832465976E-05
0.28135593220339,0.0328422157699245,0.000178372634909226
0.314406779661017,0.0470858119398651,0.000382929477162584
0.347457627118644,0.0630220870388628,0.000711930981268911
0.380508474576271,0.0802931150280854,0.00119179407047979
0.413559322033898,0.0985350007566955,0.00184380771548802
0.446610169491525,0.117527219661002,0.00268415604653917
0.479661016949153,0.13699401072437,0.00372395857262068
0.51271186440678,0.156035460652286,0.0049704759235733
0.545762711864407,0.173283230147345,0.0064257041410586
0.578813559322034,0.190013280193697,0.0080872064144092
0.611864406779661,0.205876921999547,0.00994506800656518
0.644915254237288,0.220730101822996,0.011982701340494
0.677966101694915,0.234497859989173,0.0141680538379478
0.711016949152542,0.246701807085894,0.0164533025954489
0.74406779661017,0.256155642866089,0.0187695285450409
0.777118644067797,0.265087998578364,0.0210197561475347
0.810169491525424,0.270194731899139,0.0230891405122704
0.843220338983051,0.272185303483897,0.0248923599547582
0.876271186440678,0.270710973665635,0.0262302125167927
0.909322033898305,0.265919651693806,0.0271580826638762
0.942372881355932,0.258592255147673,0.0276559682366432
0.975423728813559,0.249584291052557,0.0277783314931135
1.00847457627119,0.239246677173787,0.0276101750834454
1.04152542372881,0.22861784709171,0.0272289656481571
1.07457627118644,0.217897184229975,0.0267076726031252
1.10762711864407,0.207424757411104,0.026093709847809
1.14067796610169,0.197392488284462,0.0254263074422075
1.17372881355932,0.187828600319479,0.024736680770079
1.20677966101695,0.17886600380574,0.0240410059324848
1.23983050847458,0.170409161669095,0.023350626542477
1.2728813559322,0.162419841001471,0.0226729800490451
1.30593220338983,0.154975115685945,0.0220125062248372
1.33898305084746,0.147968823675714,0.021372882846635
1.37203389830508,0.141373818702747,0.0207542990275153
1.40508474576271,0.135206490232443,0.0201582367382872
1.43813559322034,0.129408876440574,0.0195830199386769
1.47118644067797,0.123922370026689,0.0190302999264633
1.50423728813559,0.118762495224081,0.0184977682962401
1.53728813559322,0.113898116512602,0.0179854987820512
1.57033898305085,0.109300952890849,0.0174929322605505
1.60338983050847,0.104959177687989,0.0170180577497549
1.6364406779661,0.100837919521932,0.016560874441668
1.66949152542373,0.096611839462723,0.0161206220532226
1.70254237288136,0.0932546117987058,0.0156964287923085
1.73559322033898,0.0897489388769434,0.0152868920875533
1.76864406779661,0.0864058833139922,0.0148925032359651
1.80169491525424,0.0832358982088814,0.0145112118792824
1.83474576271186,0.0802105886005725,0.0141429017864728
1.86779661016949,0.0773466605209357,0.0137876991986408
1.90084745762712,0.0746180945836823,0.0134439302113265
1.93389830508475,0.0722746652864061,0.0131113597291697
1.96694915254237,0.0695292115749337,0.0127905708809461
2,0.0671612565147249,0.0124795240954207
